pathway,NES,padj,size
Interleukin-3-Mediated Signaling Pathway (GO:0038156),1.2350148146063427,0.5583529472351074,6
Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509),1.2348921627650378,0.46987929940223694,65
Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857),1.2348678631936623,0.5569362044334412,20
Regulation Of Dendritic Cell Apoptotic Process (GO:2000668),1.2342909336062389,0.5712392926216125,9
Cellular Response To Muramyl Dipeptide (GO:0071225),1.2341736523503584,0.5751200318336487,8
Regulation Of Interleukin-6 Production (GO:0032675),1.2341367303561082,0.34792792797088623,114
Histone Deacetylation (GO:0016575),1.2340601583499593,0.519781231880188,36
Mitochondrial Fission (GO:0000266),1.2340479770497168,0.5575624704360962,13
Protein Polyubiquitination (GO:0000209),1.2338929712358389,0.24368423223495483,226
Epithelial Cell Morphogenesis (GO:0003382),1.2331839790181758,0.5845082402229309,12
Positive Regulation Of Leukocyte Apoptotic Process (GO:2000108),1.233156600367557,0.5488505959510803,9
Negative Regulation Of Apoptotic Process (GO:0043066),1.233073714968696,0.09734964370727539,482
Regulation Of Translation In Response To Endoplasmic Reticulum Stress (GO:0036490),1.232961225409968,0.5668857097625732,5
Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425),1.2327001289463806,0.49141621589660645,53
Positive Regulation Of Apoptotic Cell Clearance (GO:2000427),1.2325783094404492,0.5561931133270264,7
Regulation Of Centriole Elongation (GO:1903722),1.23252377990701,0.5727545619010925,6
DNA Metabolic Process (GO:0006259),1.232286070369106,0.18441379070281982,288
Double-Strand Break Repair (GO:0006302),1.2320384386741543,0.2734111249446869,168
Oligosaccharide Catabolic Process (GO:0009313),1.2319949006033495,0.5553011894226074,9
Regulation Of Neutrophil Migration (GO:1902622),1.231799919742472,0.5842897295951843,8
Negative Regulation Of Transcription By RNA Polymerase I (GO:0016479),1.2317159940086881,0.5743929147720337,9
Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303),1.2316320422907892,0.5049542188644409,41
Cellular Response To Amino Acid Stimulus (GO:0071230),1.2314097619842281,0.5467710494995117,35
Macroautophagy (GO:0016236),1.2311017692183646,0.38269007205963135,104
Nucleosome Assembly (GO:0006334),1.230892272506615,0.5423935055732727,54
Triglyceride Biosynthetic Process (GO:0019432),1.2302787858805626,0.5496026277542114,17
Mitotic Sister Chromatid Segregation (GO:0000070),1.2299951608136224,0.37413960695266724,111
Positive Regulation Of DNA Recombination (GO:0045911),1.2298610584329763,0.4945102035999298,51
Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903037),1.2298405715385277,0.5668857097625732,11
Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444),1.2297732618384305,0.5751200318336487,17
HALLMARK_ADIPOGENESIS,1.2294839950130516,0.28152647614479065,200
HALLMARK_FATTY_ACID_METABOLISM,1.2292501721159337,0.3204595446586609,157
Peptide Biosynthetic Process (GO:0043043),1.2291571684028428,0.5451716780662537,158
Protein Homooligomerization (GO:0051260),1.2287092782691535,0.35145121812820435,129
Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235),1.2286173996945078,0.5584614276885986,24
Histone Acetylation (GO:0016573),1.2285763587105232,0.4871734082698822,60
Positive Regulation Of Programmed Cell Death (GO:0043068),1.228337890233928,0.19536904990673065,245
Regulation Of Cellular Response To Hypoxia (GO:1900037),1.2278680802948874,0.5702222585678101,6
Regulation Of Mitochondrial Membrane Permeability (GO:0046902),1.2276098785465308,0.5693302750587463,18
Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238),1.2273316189968393,0.5561931133270264,31
DNA Recombination (GO:0006310),1.2272923236611404,0.5321560502052307,42
Negative Regulation Of Actin Nucleation (GO:0051126),1.2272738288136191,0.5668857097625732,7
Carbohydrate Derivative Transport (GO:1901264),1.2272210093296223,0.5818293690681458,17
Regulation Of Relaxation Of Muscle (GO:1901077),1.2269854961400644,0.5651351809501648,6
Extrinsic Apoptotic Signaling Pathway (GO:0097191),1.226842336054382,0.46987929940223694,67
Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336),1.2268380232369158,0.5569362044334412,23
Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins (GO:0006515),1.2267862093916653,0.5569362044334412,27
Positive Regulation Of Chromosome Organization (GO:2001252),1.2264044493361823,0.5272855758666992,33
Pore Complex Assembly (GO:0046931),1.2263625733161754,0.5768057107925415,19
Regulation Of Mitotic Spindle Assembly (GO:1901673),1.226294539363794,0.5668857097625732,20
Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050854),1.2262601072235744,0.5676447153091431,6
Thymus Development (GO:0048538),1.2262072675031062,0.5875416398048401,13
Negative Regulation Of B Cell Proliferation (GO:0030889),1.2260652108626289,0.581203281879425,10
Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223),1.225935234122907,0.5569362044334412,27
Regulation Of ATPase-coupled Calcium Transmembrane Transporter Activity (GO:1901894),1.2259103929826132,0.5698146820068359,7
Erythrocyte Development (GO:0048821),1.2257874780659679,0.5756480097770691,11
Negative Regulation Of Defense Response To Virus (GO:0050687),1.2257216605028058,0.581203281879425,14
Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034135),1.2257200136713662,0.5561931133270264,10
Phagosome-Lysosome Fusion (GO:0090385),1.2255291609209376,0.5879676342010498,11
Negative Regulation Of JUN Kinase Activity (GO:0043508),1.2254212375395617,0.6008301973342896,12
Phosphatidylserine Metabolic Process (GO:0006658),1.2252636371285497,0.581203281879425,20
Positive Regulation Of Lipid Transport (GO:0032370),1.2252430985832523,0.5588253736495972,11
Nitric Oxide Metabolic Process (GO:0046209),1.2251533765508011,0.5825247764587402,16
Polarized Epithelial Cell Differentiation (GO:0030859),1.2250175694746495,0.5801810026168823,14
Positive Regulation Of TOR Signaling (GO:0032008),1.2250031631566582,0.5367373824119568,47
Histone Modification (GO:0016570),1.2249222487439735,0.4461384117603302,81
T Cell Chemotaxis (GO:0010818),1.224520647092264,0.581203281879425,10
Regulation Of Sequestering Of Calcium Ion (GO:0051282),1.224449322934186,0.5845082402229309,9
V(D)J Recombination (GO:0033151),1.2244001296011933,0.5676447153091431,12
Telomere Maintenance In Response To DNA Damage (GO:0043247),1.2243779149429408,0.5670894980430603,11
Negative Regulation Of Inclusion Body Assembly (GO:0090084),1.2243307567420958,0.5845082402229309,10
Negative Regulation Of Signal Transduction By P53 Class Mediator (GO:1901797),1.224280627925923,0.5757829546928406,18
Regulation Of Lipid Transport (GO:0032368),1.2237322663691022,0.5844752192497253,10
Hematopoietic Stem Cell Differentiation (GO:0060218),1.2230904106031892,0.581203281879425,9
Peptidyl-Proline Modification (GO:0018208),1.2230443747837647,0.5751200318336487,27
Cholesterol Efflux (GO:0033344),1.2228202533216412,0.5725277066230774,23
Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response (GO:0061081),1.2228106218267887,0.581203281879425,16
Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234),1.2224169350656546,0.46987929940223694,82
Regulation Of DNA-templated DNA Replication (GO:0090329),1.222147719946851,0.5757829546928406,17
Ubiquitin-Dependent Protein Catabolic Process Via The Multivesicular Body Sorting Pathway (GO:0043162),1.2220871380602234,0.5444800853729248,33
Associative Learning (GO:0008306),1.2219103711309287,0.5571775436401367,18
Nitric Oxide Biosynthetic Process (GO:0006809),1.2213551286770237,0.5948479771614075,15
Negative Regulation Of Cell Development (GO:0010721),1.221193723969357,0.581203281879425,22
Protein Peptidyl-Prolyl Isomerization (GO:0000413),1.2208684529971863,0.5672838091850281,22
Detection Of Calcium Ion (GO:0005513),1.2208416903641546,0.581203281879425,12
Morphogenesis Of An Endothelium (GO:0003159),1.2206686995313154,0.581203281879425,5
Negative Regulation Of Neuron Apoptotic Process (GO:0043524),1.2206646396112182,0.4977106750011444,74
Homotypic Cell-Cell Adhesion (GO:0034109),1.220439011914738,0.5314809679985046,46
Negative Regulation Of Endoplasmic Reticulum Calcium Ion Concentration (GO:0032471),1.2204345264462122,0.577885091304779,5
Regulation Of Secretion By Cell (GO:1903530),1.2203707942547157,0.5108354091644287,64
Phagosome Maturation (GO:0090382),1.220300636411976,0.5844752192497253,15
Secondary Alcohol Metabolic Process (GO:1902652),1.2200825721725677,0.540816605091095,47
Antiviral Innate Immune Response (GO:0140374),1.2199002985533032,0.5232533812522888,46
Response To Gamma Radiation (GO:0010332),1.2198041276553804,0.5824570059776306,22
Glutathione Biosynthetic Process (GO:0006750),1.2195883797500742,0.5756891369819641,6
HALLMARK_KRAS_SIGNALING_UP,1.2189845736639469,0.2636755704879761,200
Intracellular Oxygen Homeostasis (GO:0032364),1.2189668065715542,0.58974289894104,5
ISG15-protein Conjugation (GO:0032020),1.2189042334650737,0.5727545619010925,5
Monocyte Differentiation (GO:0030224),1.218711867816658,0.5908489227294922,10
Positive Regulation Of Cholesterol Storage (GO:0010886),1.2183324376996914,0.581203281879425,5
Regulation Of Pentose-Phosphate Shunt (GO:0043456),1.2182133263472252,0.5564215183258057,5
HALLMARK_XENOBIOTIC_METABOLISM,1.2181201739269854,0.3078365921974182,200
Positive Regulation Of Protein Processing (GO:0010954),1.2178896449824128,0.5751200318336487,20
RNA Export From Nucleus (GO:0006405),1.2177885518839104,0.4945102035999298,65
Telomere Maintenance (GO:0000723),1.2176807694845189,0.4945102035999298,68
Hematopoietic Progenitor Cell Differentiation (GO:0002244),1.2175618537256743,0.5541064143180847,28
Regulation Of Interleukin-23 Production (GO:0032667),1.2174143411080913,0.581203281879425,8
Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003),1.2172696236526654,0.5756480097770691,17
Peptidyl-Lysine Modification (GO:0018205),1.2170261643032996,0.4213530421257019,94
Sulfur Amino Acid Transport (GO:0000101),1.216980435320679,0.5989814400672913,7
Positive Regulation Of Steroid Metabolic Process (GO:0045940),1.2169753510733687,0.5699630379676819,6
Purine Ribonucleoside Monophosphate Catabolic Process (GO:0009169),1.2169178745173324,0.5778433680534363,7
Response To Muramyl Dipeptide (GO:0032495),1.2163982889809277,0.5989814400672913,12
Vesicle Organization (GO:0016050),1.2161525179647716,0.46987929940223694,94
Nonribosomal Peptide Biosynthetic Process (GO:0019184),1.2155674901055062,0.581203281879425,7
Regulation Of Actin Polymerization Or Depolymerization (GO:0008064),1.215328458786427,0.5651351809501648,27
TRAIL-activated Apoptotic Signaling Pathway (GO:0036462),1.215276520911737,0.5676447153091431,6
Regulation Of Activation Of Janus Kinase Activity (GO:0010533),1.215228045157742,0.5699630379676819,7
Negative Regulation Of Dendritic Cell Apoptotic Process (GO:2000669),1.2150180763781573,0.5879676342010498,6
Regulation Of Entry Of Bacterium Into Host Cell (GO:2000535),1.214828182155295,0.5879676342010498,6
Regulation Of Protein Transport (GO:0051223),1.2147233026167232,0.5712392926216125,28
Positive Regulation Of Protein Localization To Early Endosome (GO:1902966),1.2145125817865978,0.6134291291236877,8
Regulation Of Protein Localization To Early Endosome (GO:1902965),1.2145125817865978,0.6134291291236877,8
Positive Regulation Of Protein Localization To Endosome (GO:1905668),1.2145125817865978,0.6134291291236877,8
Toll-Like Receptor 9 Signaling Pathway (GO:0034162),1.2141920956478842,0.5821282267570496,5
Melanosome Assembly (GO:1903232),1.2138987984305556,0.5908489227294922,18
Positive Regulation Of Macrophage Activation (GO:0043032),1.2138136947637046,0.5569362044334412,17
Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851),1.2137410906273,0.5879676342010498,14
Negative Regulation Of Cell Death (GO:0060548),1.2137336327687551,0.4977106750011444,64
Histone H3 Acetylation (GO:0043966),1.2136376859101596,0.5702222585678101,36
Cortical Cytoskeleton Organization (GO:0030865),1.2136167014641692,0.5879676342010498,27
Plasminogen Activation (GO:0031639),1.2134748568959304,0.6064592003822327,8
Negative Regulation Of Protein Localization To Plasma Membrane (GO:1903077),1.2127700319693289,0.577885091304779,20
Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),1.21260516457271,0.41851702332496643,112
Triglyceride Catabolic Process (GO:0019433),1.212589206660683,0.5930470824241638,12
Import Into Cell (GO:0098657),1.212352351042668,0.5698146820068359,38
Actin Filament Depolymerization (GO:0030042),1.212283721797629,0.5989814400672913,10
Regulation Of Cell Fate Specification (GO:0042659),1.2120659834697562,0.6008679866790771,14
Telomere Maintenance Via Telomere Lengthening (GO:0010833),1.2120557675518846,0.5867895483970642,26
Positive Regulation Of Macrophage Cytokine Production (GO:0060907),1.2119033358598519,0.5863317251205444,8
snRNA Modification (GO:0040031),1.211830356128549,0.6134291291236877,5
Positive Regulation Of Apoptotic Process (GO:0043065),1.2115160095672308,0.2063271552324295,270
Positive Regulation Of Phosphate Metabolic Process (GO:0045937),1.2112936910618504,0.5727545619010925,30
N-acylphosphatidylethanolamine Metabolic Process (GO:0070292),1.2111624720833272,0.5845082402229309,8
mRNA Export From Nucleus (GO:0006406),1.2111089873616077,0.5314809679985046,62
Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029),1.2110735848882919,0.5171025991439819,53
Neutral Amino Acid Transport (GO:0015804),1.210918159786534,0.5756480097770691,35
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),1.2107444909215443,0.5782493948936462,31
Regulation Of ATP Biosynthetic Process (GO:2001169),1.210328436799976,0.5989814400672913,14
N-acetylneuraminate Catabolic Process (GO:0019262),1.2099435699674694,0.5985450744628906,6
Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052),1.2089679032246419,0.596185564994812,31
Positive Regulation Of Mitochondrion Organization (GO:0010822),1.2088960076129944,0.5174785256385803,58
Negative Regulation Of Alpha-Beta T Cell Proliferation (GO:0046642),1.2084907957547253,0.6135127544403076,9
Positive Regulation Of Amide Metabolic Process (GO:0034250),1.2084778145671058,0.5379948616027832,85
fatty-acyl-CoA Biosynthetic Process (GO:0046949),1.2083504308268718,0.592711329460144,25
Regulation Of NIK/NF-kappaB Signaling (GO:1901222),1.2083111220219547,0.4829012453556061,83
Growth Hormone Receptor Signaling Pathway Via JAK-STAT (GO:0060397),1.2082851337811127,0.6135127544403076,7
Regulation Of Stem Cell Division (GO:2000035),1.208078509838153,0.5630658864974976,7
Amino Acid Transport (GO:0006865),1.2079350329382796,0.5456233024597168,46
Regulation Of TORC2 Signaling (GO:1903939),1.2078892867814273,0.6134291291236877,6
TOR Signaling (GO:0031929),1.207885428257056,0.5668857097625732,29
Unsaturated Fatty Acid Metabolic Process (GO:0033559),1.2078284969790514,0.5569362044334412,49
Protein Deacetylation (GO:0006476),1.2075969071091655,0.5522701740264893,40
Positive Regulation Of Mast Cell Degranulation (GO:0043306),1.2075852133615332,0.6154937148094177,8
Positive Regulation Of Protein Catabolic Process (GO:0045732),1.2075657278998229,0.4782258868217468,92
Clathrin Coat Disassembly (GO:0072318),1.2069183899728722,0.6135127544403076,6
Pseudouridine Synthesis (GO:0001522),1.2066300600351958,0.5778433680534363,12
RNA Stabilization (GO:0043489),1.2064048770130344,0.5729913711547852,37
Positive Regulation Of Transcription By RNA Polymerase I (GO:0045943),1.2063108485130385,0.5712392926216125,34
Positive Regulation Of Chemokine Production (GO:0032722),1.2062621823071502,0.5171025991439819,53
Post-Translational Protein Modification (GO:0043687),1.2061962842894456,0.5544220805168152,48
RNA Methylation (GO:0001510),1.2061641269299477,0.540816605091095,62
Lipoprotein Transport (GO:0042953),1.2059825328045877,0.5983180403709412,11
